RelativePath,Size,Sha256,AssociatedInf
drivers/gw1-w149/system/i-o-lpc-controller-0284-for-intel-on-package-platform-controller-hub/restore.ini,285,358996E620B026B50AD2EEA58240880853D7F929CD3E7D2301916D0B49B499B8,drivers/gw1-w149/system/i-o-lpc-controller-0284-for-intel-on-package-platform-controller-hub/oem4.inf
drivers/gw1-w149/system/intel-audio-smart-sound/IntcAudioBus.cat,17129,74BA6A5513210915E5844CD9E8A004CC6CB6BA85CEE650B22B802DF44B424417,drivers/gw1-w149/system/intel-audio-smart-sound/oem30.inf
drivers/gw1-w149/system/intel-audio-smart-sound/IntcAudioBus.sys,273264,8E952FD0B6232BB508C0FF30F4FFDCDB8F9DACBF18EB89A6053FE33F857FDF71,drivers/gw1-w149/system/intel-audio-smart-sound/oem30.inf
drivers/gw1-w149/system/intel-audio-smart-sound/oem30.inf,48224,B8E73F420092F53BAB244831411F0BC07910969BA3EEEBE442DAB283E26E5A3A,drivers/gw1-w149/system/intel-audio-smart-sound/oem30.inf
drivers/gw1-w149/system/intel-audio-smart-sound/restore.ini,295,ECB3D946FBF8E5A517C9F60138F03DCEB4B752FB7D81758E7E91EE1CC8E1C930,drivers/gw1-w149/system/intel-audio-smart-sound/oem30.inf
drivers/gw1-w149/system/intel-dynamic-tuning-generic-participant/dptf_acpi.cat,12535,6AD95E09C2F72172F25F12A9F578D61DE6F19EC9BC3588D958CACFB17F4AEED5,drivers/gw1-w149/system/intel-dynamic-tuning-generic-participant/oem5.inf
drivers/gw1-w149/system/intel-dynamic-tuning-generic-participant/dptf_acpi.sys,78600,226EBBFEE017A53872134E4A6F8F3B68B506ED5BB3B3EE50D88EAD0AB36315FE,drivers/gw1-w149/system/intel-dynamic-tuning-generic-participant/oem5.inf
drivers/gw1-w149/system/intel-dynamic-tuning-generic-participant/oem5.inf,8612,5017FB8E19EE5E3180174C84320772D755C2F7C1483FD16813083FB7AEEA1C17,drivers/gw1-w149/system/intel-dynamic-tuning-generic-participant/oem5.inf
drivers/gw1-w149/system/intel-dynamic-tuning-generic-participant/restore.ini,254,FE1A15593061491D0810210188AB7AC6C12A9EC0751EAAF707A249660886DF27,drivers/gw1-w149/system/intel-dynamic-tuning-generic-participant/oem5.inf
drivers/gw1-w149/system/intel-dynamic-tuning-manager/dptf_acpi.cat,12535,6AD95E09C2F72172F25F12A9F578D61DE6F19EC9BC3588D958CACFB17F4AEED5,drivers/gw1-w149/system/intel-dynamic-tuning-manager/oem5.inf
drivers/gw1-w149/system/intel-dynamic-tuning-manager/dptf_acpi.sys,78600,226EBBFEE017A53872134E4A6F8F3B68B506ED5BB3B3EE50D88EAD0AB36315FE,drivers/gw1-w149/system/intel-dynamic-tuning-manager/oem5.inf
drivers/gw1-w149/system/intel-dynamic-tuning-manager/oem5.inf,8612,5017FB8E19EE5E3180174C84320772D755C2F7C1483FD16813083FB7AEEA1C17,drivers/gw1-w149/system/intel-dynamic-tuning-manager/oem5.inf
drivers/gw1-w149/system/intel-dynamic-tuning-manager/restore.ini,242,2AAEC4A08D5A8AEB77770EF47195BF03A5A4978AFDF3CED585084301A6F4144B,drivers/gw1-w149/system/intel-dynamic-tuning-manager/oem5.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/Dptf.dll,2233608,6DE1B8CC78B6BDDDB9CC1760D6BFA7F6EF8A2AA90647DD89E0D80FE597250FC3,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyActive.dll,740616,E854972946B0CBDE0129CDAC4470A0330C4B1B53023B224E9EC159CD8A635732,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyActive2.dll,924424,3A29142D1F2EF6F33126B853CB466631F33F40D1B77C13E4E9BE689F9C4825E3,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyAdaptivePerformance.dll,1081096,4CD8E3842636FEF0FE9C4F943914105281DA53C3E7B6EA7586F9EDFEC8A4EFB6,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyAdaptiveUserPresence.dll,851208,03C284035E6BEE411845CB0CBDAA4BDF6BF7C59E072E5A812602EE4984ACBF10,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyConfigTdp.dll,709896,BC0371AC4BE6D3407E07A56F5B061226362FA9FFD38D22540ECB399940CD971A,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyCritical.dll,723720,DF790C4E4BC6CF0793A48BE9E12AB8670E9F2F804C3DD20D0FA322117090275F,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyPassive.dll,1035016,2EFC2DC41BFA60C6E8D9385F6921DE9219FBE96AD0979DD40E4A8DA5FEA02E5D,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyPassive2.dll,977160,A3249C1D616793A83CA009254D2AB59D405307DA3EA59B629D97F3640432C2AD,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyPid.dll,906504,83CA5FB4BE69A4AE8B33AD117162164CF2EAC952C9BC185BE37A1C1145BB39DB,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyPowerBoss.dll,1257736,F4FF50359C84987D5EACF613DBD899A5C6A1149748554F813E14CB081958CD28,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyPowerShare.dll,887048,8AE3B36A0A8FCCE35B39FDCE49DBC5ED84E61814C82ACF15180E6D533F0B88E1,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyPowerShare2.dll,894728,7A9663BDCF05BA94ED580D42A0885278879CE4F40E23B51944B4C7A432F7776F,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyRfim.dll,740104,3E372F3172F08F8E19012357EB2C2A991FA07175BEFE311218FD87502E27C838,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicySystemConfiguration.dll,679688,CD42ED538A821DC9C1B18DAE1E6F2735BC828DA3497EB3CA99FF1A41C46F9A7D,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/DptfPolicyVirtualSensor.dll,878856,795BBB799D5E1E1EFEADFD93EEB330155E07904595B8795BE93771F806441755,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/dptf_cpu.cat,25764,8427E47CAE7CFE103D6FFCAFCB6F2AAF981ED3F57C2119F6FB8D1340F37339D5,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/dptf_cpu.sys,75016,995FD27A21EC3008CAE771211044B8F5C36AE89BC3485237330A73B34CA53C72,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/dptf_helper.exe,511920,9F1DF71FE10165F1D51259793140395A4BD1B1DC6DA0F0034657446850E3F57D,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/dsp.dv,721292,4396D8A9E665426502E2A134E0B0B3D0B7443F64242D405DCADD93B7ADF658D0,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/esif_cmp.dll,137480,EA61A8AC0E90979F69CF692E7545CA504080AA80AC06EF0F94163D7FA3E573B4,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/esif_lf.sys,418568,95E1A40A8DBEB2B22E1E92BAE708B1BCB02F5053352181217403B2E000566C7C,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/esif_uf.exe,2187184,B6710DF6AA1CF53346F60401255CBCA0BD924398C36386866E232071393CC35A,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/esif_umdf2.dll,951560,8A086400B843293E2CB89471E8FD439D5907281666822175F69384E792B06617,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/esif_ws.dll,230664,D34123867F112E7A481409FF53165D6C382B14E7473AC5E25794E5D64EDCF06A,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf,22085,C12868427B7217C6B1EA9AAEF74B3D6BD8093733F1B5CE7FF7F29BB0425E870B,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/restore.ini,272,6BCAEF851BD8C57C51C9B8BFB001296D3231FDC38CE8682B7DAA88AC274D2E9E,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/upe_battery.dll,68872,2362DBB70A3084D3704D0C1F2828E5260DFB8D8439E037C5CBF51A5DB6AED3F4,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/upe_hwpf.dll,70920,D3CEF5644208B2B9B2BD21F0A9E2E7269193E846EBA1812B26EE51F740D5CA7B,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/upe_nvme.dll,105736,2E1034056388B5ADBF9CBDF92CEF89EC101B30EC047985B1C665CD8FC339D41E,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/upe_socwc.dll,217864,16AB254DEDDCDCBBEC0E74B408C9B876A7497BC48A0DC29FF87C3707AC390982,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/upe_wifi.dll,65800,CF9620FABBB3A0EE2B1638B6B2E080B2F4C788F692A1825F89348AB3C3F77E09,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/upe_wwan.dll,128776,598B54311ED768D88254A0EA1A2A3AD853B56D66B9E9D87DBBE71C9E53F4703D,drivers/gw1-w149/system/intel-dynamic-tuning-processor-participant/oem6.inf
drivers/gw1-w149/system/intel-gaussian-mixture-model-1911/Skylake.cat,11754,37CBC0CF38F0B9EF4B08C57BF0C14197577A1679CA4D419358E04953159C7078,drivers/gw1-w149/system/intel-gaussian-mixture-model-1911/oem7.inf
drivers/gw1-w149/system/intel-gaussian-mixture-model-1911/oem7.inf,2777,4D78462E925F927CBBC8F39DE0F7247688E80F2B91EAD6D2473AF9B57E6D9C11,drivers/gw1-w149/system/intel-gaussian-mixture-model-1911/oem7.inf
drivers/gw1-w149/system/intel-gaussian-mixture-model-1911/restore.ini,247,F4712E4C6111FEF5AA343C0FA78543E896649D89958AAAEFBC7CA1ADE5125041,drivers/gw1-w149/system/intel-gaussian-mixture-model-1911/oem7.inf
drivers/gw1-w149/system/intel-host-bridge-dram-registers-9b71/CometLake.cat,10714,1DF4897A961E1BDA4910AD9966C2B85B475F5648749D2841B97BBC95BD333F43,drivers/gw1-w149/system/intel-host-bridge-dram-registers-9b71/oem11.inf
drivers/gw1-w149/system/intel-host-bridge-dram-registers-9b71/oem11.inf,4177,DA0F475352801E27FDE52D91774AF1476CAAA38761A628D09F994BF44AC45F3D,drivers/gw1-w149/system/intel-host-bridge-dram-registers-9b71/oem11.inf
drivers/gw1-w149/system/intel-host-bridge-dram-registers-9b71/restore.ini,253,6FEF6B2B07B7582F2A528CE94FF04846B992189A1021E1F75CC30AFFB16E66D3,drivers/gw1-w149/system/intel-host-bridge-dram-registers-9b71/oem11.inf
drivers/gw1-w149/system/intel-management-engine-interface-1/HECI.cat,13000,7C80C45C1D372E50ECB491DA158A4389234D18FCD06301D7B7C93E17078103B3,drivers/gw1-w149/system/intel-management-engine-interface-1/oem13.inf
drivers/gw1-w149/system/intel-management-engine-interface-1/oem13.inf,13905,03465B29200A0715C02E8E6034BD3F87EC17E9B6E2CF871F229B084A523E884B,drivers/gw1-w149/system/intel-management-engine-interface-1/oem13.inf
drivers/gw1-w149/system/intel-management-engine-interface-1/restore.ini,255,47ECA311131FA620AAF18FE44765C852198F831C414945F014B95F016727E96E,drivers/gw1-w149/system/intel-management-engine-interface-1/oem13.inf
drivers/gw1-w149/system/intel-management-engine-interface-1/x64/TeeDriverW10x64.sys,308656,0682EB53F508A7C1471BAF709DD7985B931959F08D8D51B55DCA845B9B9D8C22,drivers/gw1-w149/system/intel-management-engine-interface-1/oem13.inf
drivers/gw1-w149/system/intel-serial-io-gpio-host-controller-int34bb/iaLPSS2_GPIO2_CNL.cat,13905,8D2D1C37AF4F80F856D765E1332F6F75B31D08A40BC41A18F374487A7FAEFCBC,drivers/gw1-w149/system/intel-serial-io-gpio-host-controller-int34bb/oem14.inf
drivers/gw1-w149/system/intel-serial-io-gpio-host-controller-int34bb/iaLPSS2_GPIO2_CNL.sys,128776,03B7F1F6BF593BB804A3604230002EBDB679C7A11BF2F7F34388D3F16CB2FF7E,drivers/gw1-w149/system/intel-serial-io-gpio-host-controller-int34bb/oem14.inf
drivers/gw1-w149/system/intel-serial-io-gpio-host-controller-int34bb/oem14.inf,11898,1CCF3249A8E67519B2ECD2C510C4F9580217529C141B32C87213C0026A406929,drivers/gw1-w149/system/intel-serial-io-gpio-host-controller-int34bb/oem14.inf
drivers/gw1-w149/system/intel-serial-io-gpio-host-controller-int34bb/restore.ini,282,63B5E8E237B8D2B5351964591995D743979348DBADC2A67E5B6B9F2AB4FAAC9E,drivers/gw1-w149/system/intel-serial-io-gpio-host-controller-int34bb/oem14.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02c5/iaLPSS2_I2C_CNL.cat,13888,8F9E291C8E758961873D9332E911CE1A830E3A342ED2725838AA1C8B5E236B82,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02c5/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02c5/iaLPSS2_I2C_CNL.sys,196360,2A6866C3FEAD33BC5C850CFBE8DA064AF3F9D759FCD84308A25BE12B85019D25,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02c5/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02c5/oem15.inf,17864,D1F2CFBC8B8C90B36868AEF027EC497CE71B90687C81CC127DACE4B26023025B,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02c5/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02c5/restore.ini,285,585918A35CF51AA7677DE0FF6565398B26D9278F97F2473399642B05581DEB98,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02c5/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e8/iaLPSS2_I2C_CNL.cat,13888,8F9E291C8E758961873D9332E911CE1A830E3A342ED2725838AA1C8B5E236B82,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e8/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e8/iaLPSS2_I2C_CNL.sys,196360,2A6866C3FEAD33BC5C850CFBE8DA064AF3F9D759FCD84308A25BE12B85019D25,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e8/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e8/oem15.inf,17864,D1F2CFBC8B8C90B36868AEF027EC497CE71B90687C81CC127DACE4B26023025B,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e8/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e8/restore.ini,285,9EEBD1A9AF331ACFAC9FE885E1D8D1B5A898A141B543CB1C603122948566B836,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e8/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e9/iaLPSS2_I2C_CNL.cat,13888,8F9E291C8E758961873D9332E911CE1A830E3A342ED2725838AA1C8B5E236B82,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e9/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e9/iaLPSS2_I2C_CNL.sys,196360,2A6866C3FEAD33BC5C850CFBE8DA064AF3F9D759FCD84308A25BE12B85019D25,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e9/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e9/oem15.inf,17864,D1F2CFBC8B8C90B36868AEF027EC497CE71B90687C81CC127DACE4B26023025B,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e9/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e9/restore.ini,285,013EB581318252A459CF74E9F6423FDF3959DE4CB6756F7B53BC50C82FE4245C,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02e9/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02ea/iaLPSS2_I2C_CNL.cat,13888,8F9E291C8E758961873D9332E911CE1A830E3A342ED2725838AA1C8B5E236B82,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02ea/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02ea/iaLPSS2_I2C_CNL.sys,196360,2A6866C3FEAD33BC5C850CFBE8DA064AF3F9D759FCD84308A25BE12B85019D25,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02ea/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02ea/oem15.inf,17864,D1F2CFBC8B8C90B36868AEF027EC497CE71B90687C81CC127DACE4B26023025B,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02ea/oem15.inf
drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02ea/restore.ini,285,D371C9D8D8097212834E89D3B811E236B128C9D443C0723E5DD63830B512B2C2,drivers/gw1-w149/system/intel-serial-io-i2c-host-controller-02ea/oem15.inf
drivers/gw1-w149/system/intel-serial-io-spi-host-controller-02ab/iaLPSS2_SPI_CNL.cat,13889,1FBFCA27170B985C757693893CB97F66B1E0EB1936EDD6C0A9D97A3742391421,drivers/gw1-w149/system/intel-serial-io-spi-host-controller-02ab/oem16.inf
drivers/gw1-w149/system/intel-serial-io-spi-host-controller-02ab/iaLPSS2_SPI_CNL.sys,156936,503BBB5153F588A919F17E991D67D1988445724B28F0154072FF63E96AEAE1E6,drivers/gw1-w149/system/intel-serial-io-spi-host-controller-02ab/oem16.inf
drivers/gw1-w149/system/intel-serial-io-spi-host-controller-02ab/oem16.inf,15314,30EC7E2CE6F53D282A7BFA531840776F416C5A20DAD58A4C66432B04236597B3,drivers/gw1-w149/system/intel-serial-io-spi-host-controller-02ab/oem16.inf
drivers/gw1-w149/system/intel-serial-io-spi-host-controller-02ab/restore.ini,285,5C078060C13AC5E28689031E3B76DC521B5365D08031A1380B7CB662CEC1089E,drivers/gw1-w149/system/intel-serial-io-spi-host-controller-02ab/oem16.inf
drivers/gw1-w149/system/intel-serial-io-uart-host-controller-02a8/iaLPSS2_UART2_CNL.cat,13905,2A78C05D6038EF512133DD0148683A75B5BE73416BA1E5277E9F4807DB9A10BE,drivers/gw1-w149/system/intel-serial-io-uart-host-controller-02a8/oem17.inf
drivers/gw1-w149/system/intel-serial-io-uart-host-controller-02a8/iaLPSS2_UART2_CNL.sys,305928,DC8D280A746872D0C7F23A53199F48DA5B8CC48BE048F8608ED3B5AF5EFC22AE,drivers/gw1-w149/system/intel-serial-io-uart-host-controller-02a8/oem17.inf
drivers/gw1-w149/system/intel-serial-io-uart-host-controller-02a8/oem17.inf,13692,80494DCE68B22371A21714138045A54BA2960E1F18D091CBA91C392BE6E934F7,drivers/gw1-w149/system/intel-serial-io-uart-host-controller-02a8/oem17.inf
drivers/gw1-w149/system/intel-serial-io-uart-host-controller-02a8/restore.ini,286,CDDC582D6F7E5F4D58D2EBCBBA068E9C082BF2D6749DE1737B5E4F4EA4A70CB5,drivers/gw1-w149/system/intel-serial-io-uart-host-controller-02a8/oem17.inf
drivers/gw1-w149/system/intel-shared-sram-02ef/CometLakePCH-LP.cat,16760,B9538874E5B78ACE4F8F10718254AEE8D1945E3E085F33435D393F36C63E3D13,drivers/gw1-w149/system/intel-shared-sram-02ef/oem4.inf
drivers/gw1-w149/system/intel-shared-sram-02ef/oem4.inf,16669,ECFE2BF3B825F00B85EAEF53DF8B40C518501E63E813A6460FA72974A570B252,drivers/gw1-w149/system/intel-shared-sram-02ef/oem4.inf
drivers/gw1-w149/system/intel-shared-sram-02ef/restore.ini,237,31C4D5C17518F8DC5B2EC336C355CC6BD3E7CB8E16090960F2708FA410B6F70D,drivers/gw1-w149/system/intel-shared-sram-02ef/oem4.inf
drivers/gw1-w149/system/intel-smart-sound-oed/AS/DLLs/IntelAudioDll_x64.dll,378736,1E163CEC7CC6AB4D27B3D029C91378795DC3DDC4ABB6E96D0B00A5216D0AC907,drivers/gw1-w149/system/intel-smart-sound-oed/oem32.inf
drivers/gw1-w149/system/intel-smart-sound-oed/AS/DLLs/IntelMultiPaSetupDll.dll,137584,15D01EBEE669DFA66A344DE829D6EC09B3B676820C789D8CFD3C4D1BD3B9D347,drivers/gw1-w149/system/intel-smart-sound-oed/oem32.inf
drivers/gw1-w149/system/intel-smart-sound-oed/AS/IAS/Cfg/DefaultConfigs.xml,1009,15A8CE474999C63501ECFE03093FDECE6CDDBC4072AA3CD8D2ACF9D032F40A61,drivers/gw1-w149/system/intel-smart-sound-oed/oem32.inf
drivers/gw1-w149/system/intel-smart-sound-oed/AS/IAS/Cfg/aec_asr_str_def_1ch_in.tf,3976,9234748301A8F776FEC1D5BBB30574F0C530DA7BFB2BCD84FA86DE76F5C8F0F1,drivers/gw1-w149/system/intel-smart-sound-oed/oem32.inf
drivers/gw1-w149/system/intel-smart-sound-oed/AS/IAS/Cfg/aec_asr_str_def_2ch_in.tf,3976,B5A091DDA3F09F88D6DAB0AE32D4D857615BF23C3A6EA40A90E58A4875CD7206,drivers/gw1-w149/system/intel-smart-sound-oed/oem32.inf
drivers/gw1-w149/system/intel-smart-sound-oed/AS/IAS/Cfg/aec_asr_str_def_4ch_in.tf,3976,0227C96DA63B684639D9799D80242738FC5F4F52B350D126D9ADE66E217F5192,drivers/gw1-w149/system/intel-smart-sound-oed/oem32.inf
drivers/gw1-w149/system/intel-smart-sound-oed/AS/IAS/Cfg/aec_wov_str_def_1ch_in.tf,3976,9234748301A8F776FEC1D5BBB30574F0C530DA7BFB2BCD84FA86DE76F5C8F0F1,drivers/gw1-w149/system/intel-smart-sound-oed/oem32.inf
drivers/gw1-w149/system/intel-smart-sound-oed/AS/IAS/Cfg/aec_wov_str_def_2ch_in.tf,3976,B5A091DDA3F09F88D6DAB0AE32D4D857615BF23C3A6EA40A90E58A4875CD7206,drivers/gw1-w149/system/intel-smart-sound-oed/oem32.inf
